client_id,client_name,gender,birth_date,client_type,cellphone,email,JOB_TITLE,JOB_INDUSTRY_CATEGORY,WEALTH_SEGMENT,DECEASED_INDICATOR,OWNS_CAR,TENURE,ADDRESS,POSTCODE,STATE,COUNTRY,
285,Dahlia Shovlar,Female,3/7/1966,company,0064111281075,dahlia_shovlar@gmail.com,Pharmacist,Health,Mass Customer,FALSE,FALSE,11,351 Sunfield Lane,4370,QLD,Australia,
286,Timi Duny,Female,3/12/1953,company,0065841285932,timi_duny@gmail.com,Payment Adjustment Coordinator,Financial Services,High Net Worth,FALSE,TRUE,19,8427 Moulton Place,2680,NSW,Australia,
287,Dominick Asher,Male,10/6/1962,company,0066911290789,dominick_asher@gmail.com,Senior Sales Associate,Argiculture,Affluent Customer,FALSE,FALSE,13,984 Del Sol Junction,4659,QLD,Australia,
288,Raye Roo,Female,3/7/1976,company,0034981295647,raye_roo@gmail.com,Technical Writer,n/a,Affluent Customer,FALSE,FALSE,6,3 Pepper Wood Hill,4218,QLD,Australia,
289,Becka Hacon,Female,7/3/1965,individual,0061111300504,becka_hacon@gmail.com,Account Representative IV,Retail,Affluent Customer,FALSE,TRUE,9,8737 Scoville Center,2770,NSW,Australia,
290,Cirillo Frossell,Male,10/14/1968,company,0061841305361,cirillo_frossell@gmail.com,Account Coordinator,Manufacturing,High Net Worth,FALSE,TRUE,10,385 Montana Place,3012,VIC,Australia,
291,Verla Dumingos,Female,9/18/1971,individual,0049911310218,verla_dumingos@gmail.com,Research Assistant I,n/a,High Net Worth,FALSE,FALSE,12,3 Surrey Court,2019,NSW,Australia,
292,Sherrie Godleman,Female,4/2/1978,individual,0035198131507,sherrie_godleman@gmail.com,Nuclear Power Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,9,2 Magdeline Street,3199,VIC,Australia,
293,Dexter Shutle,Male,1/5/1959,company,0064111319932,dexter_shutle@gmail.com,Chief Design Engineer,n/a,Affluent Customer,FALSE,FALSE,20,93235 Hoard Trail,3165,VIC,Australia,
294,Konstanze Hovie,Female,1/9/1967,company,0065841324789,konstanze_hovie@gmail.com,Associate Professor,Health,Mass Customer,FALSE,TRUE,6,356 Carberry Avenue,3082,VIC,Australia,
295,Bink Bentje,Male,3/23/1957,company,0066911329646,bink_bentje@gmail.com,Financial Advisor,Financial Services,Mass Customer,FALSE,FALSE,4,71 Ludington Center,4208,QLD,Australia,
296,Taber Szymon,Male,4/22/1947,company,0034981334503,taber_szymon@gmail.com,Senior Financial Analyst,Financial Services,Mass Customer,FALSE,TRUE,5,2116 Continental Terrace,2795,NSW,Australia,
297,Debbi Dannatt,Female,12/28/1958,company,0061111339360,debbi_dannatt@gmail.com,,Property,High Net Worth,FALSE,FALSE,19,2 7th Way,2760,NSW,Australia,
298,Giana Staresmeare,Female,4/20/1976,individual,0061841344217,giana_staresmeare@gmail.com,Account Executive,Financial Services,Mass Customer,FALSE,TRUE,4,7 Elgar Road,2148,NSW,Australia,
299,Morton Petkens,Male,11/13/1990,company,0049911349074,morton_petkens@gmail.com,,Argiculture,Mass Customer,FALSE,FALSE,10,00003 Hoffman Pass,2560,NSW,Australia,
300,Vittoria Whitney,Female,6/3/1981,individual,0035198135393,vittoria_whitney@gmail.com,Physical Therapy Assistant,Retail,Mass Customer,FALSE,FALSE,17,71 Stone Corner Avenue,2007,NSW,Australia,
301,Paquito Atwood,Male,7/30/1972,individual,0064111358788,paquito_atwood@gmail.com,Systems Administrator I,Retail,Mass Customer,FALSE,TRUE,10,0 Esker Avenue,4019,QLD,Australia,
302,Dimitri Tribbeck,Male,12/7/1958,company,0065841363645,dimitri_tribbeck@gmail.com,Cost Accountant,Financial Services,Mass Customer,FALSE,FALSE,7,61825 Debs Terrace,3167,VIC,Australia,
303,Shelli Bartholomaus,Female,5/11/1963,company,0066911368502,shelli_bartholomaus@gmail.com,Systems Administrator IV,Health,Affluent Customer,FALSE,TRUE,11,11 Oak Terrace,2026,NSW,Australia,
304,Kermit Lebond,Male,2/1/1980,company,0034981373359,kermit_lebond@gmail.com,Account Executive,n/a,Affluent Customer,FALSE,FALSE,11,7 Michigan Hill,2076,NSW,Australia,
305,Biddie Gorce,Female,1/30/1988,company,0061111378216,biddie_gorce@gmail.com,Quality Engineer,Financial Services,High Net Worth,FALSE,TRUE,13,8 Randy Park,4214,QLD,Australia,
306,Rupert Marrow,Male,8/8/1970,company,0061841383073,rupert_marrow@gmail.com,Recruiting Manager,Financial Services,Mass Customer,FALSE,FALSE,6,0 Mayfield Parkway,4272,QLD,Australia,
307,Geoff Sitford,Male,2/27/1965,individual,0049911387930,geoff_sitford@gmail.com,Marketing Manager,n/a,Affluent Customer,FALSE,TRUE,11,57903 Hanson Parkway,2570,NSW,Australia,
308,Ange Chitham,Female,2/14/1991,company,0035198139278,ange_chitham@gmail.com,,Financial Services,High Net Worth,FALSE,TRUE,18,763 Ridgeway Place,2344,NSW,Australia,
309,Tiphanie Blackader,Female,10/8/1947,company,0064111397644,tiphanie_blackader@gmail.com,Occupational Therapist,Health,Mass Customer,FALSE,FALSE,11,99 Westend Court,2287,NSW,Australia,
310,Zollie Crinidge,Male,1/10/1988,individual,0065841402501,zollie_crinidge@gmail.com,,Manufacturing,Mass Customer,FALSE,TRUE,14,5 Caliangt Center,2546,NSW,Australia,
311,Daisy Pollen,Female,8/9/1993,individual,0066911407358,daisy_pollen@gmail.com,,Property,High Net Worth,FALSE,TRUE,10,4472 Washington Junction,3206,VIC,Australia,
312,Emelen Bidnall,Male,8/5/1981,company,0034981412215,emelen_bidnall@gmail.com,Design Engineer,Health,Mass Customer,FALSE,FALSE,5,31675 Corry Way,3977,VIC,Australia,
313,Linette Boman,Female,5/20/1949,company,0061111417073,linette_boman@gmail.com,Teacher,Manufacturing,High Net Worth,FALSE,FALSE,7,4882 Dakota Center,2305,NSW,Australia,
314,Manya Abramovici,Female,7/17/1955,company,0061841421930,manya_abramovici@gmail.com,Senior Sales Associate,Manufacturing,Mass Customer,FALSE,FALSE,7,4 Warner Circle,2227,NSW,Australia,
315,Brynna Tivers,Female,8/9/1974,company,0049911426787,brynna_tivers@gmail.com,Operator,n/a,High Net Worth,FALSE,TRUE,3,4 Manufacturers Crossing,4170,QLD,Australia,
316,Art Carolan,Male,11/9/1954,company,0035198143164,art_carolan@gmail.com,Office Assistant I,Manufacturing,High Net Worth,FALSE,FALSE,18,016 Westport Park,3073,VIC,Australia,
317,Alfi Sabbins,Female,6/12/1959,individual,0064111436501,alfi_sabbins@gmail.com,Pharmacist,Health,Mass Customer,FALSE,TRUE,15,19 Debs Parkway,3029,VIC,Australia,
318,Loleta Aberdalgy,Female,2/15/1981,company,0065841441358,loleta_aberdalgy@gmail.com,,Property,Mass Customer,FALSE,TRUE,15,665 Sachs Way,4212,QLD,Australia,
319,Aldric Birney,Male,8/19/1971,individual,0066911446215,aldric_birney@gmail.com,Human Resources Assistant II,Health,Affluent Customer,FALSE,TRUE,14,4110 Mifflin Center,2127,NSW,Australia,
320,Natividad Balducci,Female,2/7/1991,individual,0034981451072,natividad_balducci@gmail.com,Analyst Programmer,Financial Services,Affluent Customer,FALSE,TRUE,4,62 Spaight Center,2566,NSW,Australia,
321,Claudine Dymick,Female,12/13/1965,company,0061111455929,claudine_dymick@gmail.com,Information Systems Manager,n/a,High Net Worth,FALSE,TRUE,7,3 Express Lane,3021,VIC,Australia,
322,Seamus Cains,Male,12/15/1989,company,0061841460786,seamus_cains@gmail.com,Engineer III,Financial Services,High Net Worth,FALSE,FALSE,12,7353 Mallard Junction,2165,NSW,Australia,
323,Guss Karim,Male,11/24/1968,company,0049911465643,guss_karim@gmail.com,Software Engineer I,Property,Mass Customer,FALSE,FALSE,17,066 Warner Trail,2582,NSW,Australia,
324,Julietta Setchfield,Female,1/31/1992,company,0035198147050,julietta_setchfield@gmail.com,Account Representative I,Manufacturing,High Net Worth,FALSE,FALSE,9,52752 Barby Hill,3020,VIC,Australia,
325,Roch Symson,Female,5/13/1978,company,0064111475357,roch_symson@gmail.com,Legal Assistant,IT,Mass Customer,FALSE,TRUE,3,57025 New Castle Street,3850,VIC,Australia,
326,Audry Fann,Female,10/17/1957,individual,0065841480214,audry_fann@gmail.com,Programmer III,Health,High Net Worth,FALSE,FALSE,7,0 Stoughton Park,3000,VIC,Australia,
327,Cecelia Cisar,Female,3/26/1985,company,0066911485071,cecelia_cisar@gmail.com,Senior Sales Associate,Financial Services,Mass Customer,FALSE,TRUE,18,49 Jana Point,4503,QLD,Australia,
328,Clari Voas,Female,7/28/1955,individual,0034981489928,clari_voas@gmail.com,VP Sales,n/a,Mass Customer,FALSE,FALSE,12,7 Fordem Point,4161,QLD,Australia,
329,Zach Hedman,Male,9/11/1981,individual,0061111494785,zach_hedman@gmail.com,Technical Writer,Manufacturing,High Net Worth,FALSE,FALSE,21,797 Westend Street,4207,QLD,Australia,
330,Paxon Roomes,Male,11/6/1976,company,0061841499642,paxon_roomes@gmail.com,Senior Developer,Property,Mass Customer,FALSE,FALSE,11,5316 Farwell Hill,2800,NSW,Australia,
331,Parnell Lamprey,Male,4/8/1977,company,0049911504499,parnell_lamprey@gmail.com,Accountant IV,n/a,Affluent Customer,FALSE,FALSE,9,770 Crest Line Parkway,4218,QLD,Australia,
332,Honey Gosdin,Female,11/29/1981,company,0035198150935,honey_gosdin@gmail.com,Marketing Manager,n/a,High Net Worth,FALSE,TRUE,15,50 American Street,2147,NSW,Australia,
333,Sonny McCart,Male,8/27/1992,company,0064111514213,sonny_mccart@gmail.com,Librarian,Entertainment,Mass Customer,FALSE,TRUE,7,4793 Mcbride Pass,3013,VIC,Australia,
334,Rozamond Turtle,U,,company,0065841519070,rozamond_turtle@gmail.com,Media Manager I,Retail,Affluent Customer,FALSE,TRUE,9,01124 Dottie Lane,3630,VIC,Australia,
335,Deirdre Burgoine,Female,1/8/1955,individual,0066911523927,deirdre_burgoine@gmail.com,Financial Advisor,Financial Services,Mass Customer,FALSE,TRUE,15,42681 Carey Alley,2011,NSW,Australia,
336,,Female,5/19/1952,company,0034981528784,,Civil Engineer,Manufacturing,Mass Customer,FALSE,FALSE,7,2941 Talisman Alley,2145,NSW,Australia,
337,Aldridge Poskitt,Male,2/10/1982,company,0061111533641,aldridge_poskitt@gmail.com,Environmental Tech,Financial Services,Mass Customer,FALSE,TRUE,16,990 Hoffman Avenue,3029,VIC,Australia,
338,Zechariah McReidy,Male,7/22/1978,individual,0061841538499,zechariah_mcreidy@gmail.com,Chief Design Engineer,n/a,Affluent Customer,FALSE,FALSE,14,5 Summer Ridge Court,3207,VIC,Australia,
339,Carry Costi,Female,11/26/1972,individual,0049911543356,carry_costi@gmail.com,,Manufacturing,Mass Customer,FALSE,TRUE,18,102 Charing Cross Terrace,2640,NSW,Australia,
340,,Male,6/23/1999,company,0035198154821,,Editor,n/a,High Net Worth,FALSE,TRUE,7,5 Trailsway Avenue,3059,VIC,Australia,
341,Ahmed Pickthorne,Male,12/25/1959,company,0064111553070,ahmed_pickthorne@gmail.com,Human Resources Manager,Health,Affluent Customer,FALSE,TRUE,17,23694 Leroy Place,4560,QLD,Australia,
342,Nil Shirer,Male,9/27/1997,company,0065841557927,nil_shirer@gmail.com,Software Consultant,IT,Mass Customer,FALSE,TRUE,11,53 Memorial Street,3163,VIC,Australia,
343,Erhard O'Moylane,Male,5/27/1978,company,0066911562784,erhard_o'moylane@gmail.com,Data Coordiator,IT,Affluent Customer,FALSE,FALSE,10,691 Valley Edge Alley,4078,QLD,Australia,
344,Vitia Axtens,Female,8/8/1945,company,0034981567641,vitia_axtens@gmail.com,VP Marketing,Manufacturing,Mass Customer,FALSE,TRUE,16,60073 Pankratz Pass,4075,QLD,Australia,
345,Haskell Moxted,Male,8/27/1943,individual,0061111572498,haskell_moxted@gmail.com,Business Systems Development Analyst,Manufacturing,Affluent Customer,FALSE,TRUE,13,8 Schlimgen Drive,4055,QLD,Australia,
346,Ebony Conrad,Female,10/24/1999,company,0061841577355,ebony_conrad@gmail.com,,IT,Mass Customer,FALSE,TRUE,7,0237 Mallard Place,2750,NSW,Australia,
347,Lincoln Boler,Male,1/24/1976,individual,0049911582212,lincoln_boler@gmail.com,Associate Professor,Property,Mass Customer,FALSE,TRUE,7,69710 Northfield Center,2256,NSW,Australia,
348,Vladimir Westmerland,Male,6/19/1956,individual,0035198158706,vladimir_westmerland@gmail.com,Software Consultant,Financial Services,High Net Worth,FALSE,TRUE,17,1 Kinsman Crossing,4158,QLD,Australia,
349,Kylynn Drowsfield,Female,3/28/1975,company,0064111591926,kylynn_drowsfield@gmail.com,Social Worker,Health,Mass Customer,FALSE,FALSE,5,40553 Rigney Avenue,2835,NSW,Australia,
350,Nicole Ruckhard,Female,10/9/1969,company,0065841596783,nicole_ruckhard@gmail.com,Web Developer IV,Manufacturing,High Net Worth,FALSE,FALSE,12,48578 Farmco Park,3235,VIC,Australia,
351,Celestina Lethardy,Female,12/11/1968,company,0066911601640,celestina_lethardy@gmail.com,Assistant Manager,n/a,Mass Customer,FALSE,FALSE,17,91634 Badeau Crossing,4556,QLD,Australia,
352,Tannie Petrakov,Male,11/27/1951,company,0034981606497,tannie_petrakov@gmail.com,,Financial Services,Mass Customer,FALSE,FALSE,13,391 Old Shore Lane,2011,NSW,Australia,
353,Bessy Saladin,Female,12/22/1939,company,0061111611354,bessy_saladin@gmail.com,Environmental Specialist,Argiculture,Mass Customer,FALSE,TRUE,17,28 Golf View Terrace,3101,VIC,Australia,
354,Diego Van den Broek,Male,9/28/1964,individual,0061841616211,diego_van den broek@gmail.com,Pharmacist,Health,Affluent Customer,FALSE,TRUE,12,0197 Sachs Avenue,2747,NSW,Australia,
355,Lucilia Minshall,Female,4/15/1952,company,0049911621068,lucilia_minshall@gmail.com,Technical Writer,n/a,Affluent Customer,FALSE,TRUE,14,48297 Stuart Circle,3810,VIC,Australia,
356,Cissiee Pollington,Female,7/21/1941,individual,0035198162592,cissiee_pollington@gmail.com,Registered Nurse,Health,Affluent Customer,FALSE,FALSE,10,67 Heath Circle,2290,NSW,Australia,
357,Eddy Sturch,Male,2/11/1961,individual,0064111630782,eddy_sturch@gmail.com,Human Resources Manager,Health,Mass Customer,FALSE,TRUE,11,3 Sheridan Lane,3075,VIC,Australia,
358,Caron Kezar,Female,8/8/1953,company,0065841635639,caron_kezar@gmail.com,Electrical Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,12,04 Oakridge Plaza,2075,NSW,Australia,
359,Sandor Stirland,Male,5/26/1981,company,0066911640496,sandor_stirland@gmail.com,Assistant Media Planner,Entertainment,Affluent Customer,FALSE,FALSE,5,78 Clarendon Drive,4551,QLD,Australia,
360,Gallagher Bromell,Male,12/2/1956,company,0034981645353,gallagher_bromell@gmail.com,Media Manager IV,Retail,High Net Worth,FALSE,FALSE,10,335 Cambridge Hill,3122,VIC,Australia,
361,Murial Bulloch,Female,10/1/1964,company,0061111650210,murial_bulloch@gmail.com,Programmer II,IT,Mass Customer,FALSE,TRUE,11,5675 Burning Wood Trail,3030,VIC,Australia,
362,Delinda Ech,Female,10/21/1944,company,0061841655067,delinda_ech@gmail.com,Senior Editor,Telecommunications,Mass Customer,FALSE,FALSE,12,4597 Marcy Point,2232,NSW,Australia,
363,Hussein Tapenden,Male,10/19/1953,individual,0049911659925,hussein_tapenden@gmail.com,Nurse Practicioner,Financial Services,Mass Customer,FALSE,TRUE,10,9 Walton Way,2641,NSW,Australia,
364,Giulietta Garbott,Female,2/27/2002,company,0035198166478,giulietta_garbott@gmail.com,Technical Writer,Financial Services,Mass Customer,FALSE,FALSE,13,27429 Dottie Plaza,3145,VIC,Australia,
365,Kaylyn Jakaway,Female,7/30/1980,company,0064111669639,kaylyn_jakaway@gmail.com,Computer Systems Analyst II,Financial Services,Mass Customer,FALSE,TRUE,15,42 Donald Hill,2323,NSW,Australia,
366,Brynn Goodyear,Female,11/10/1944,individual,0065841674496,brynn_goodyear@gmail.com,,Health,Affluent Customer,FALSE,FALSE,18,3 Hoepker Parkway,4152,QLD,Australia,
367,,Male,1/11/1971,individual,0066911679353,,Business Systems Development Analyst,Financial Services,Mass Customer,FALSE,FALSE,11,19561 Express Street,2777,NSW,Australia,
368,Tamas Swatman,U,,company,0034981684210,tamas_swatman@gmail.com,Paralegal,Financial Services,High Net Worth,FALSE,TRUE,9,41 Kropf Road,3175,VIC,Australia,
369,Pace Clemonts,Male,7/28/1990,company,0061111689067,pace_clemonts@gmail.com,Recruiting Manager,n/a,Mass Customer,FALSE,TRUE,20,0516 Fremont Point,2026,NSW,Australia,
370,Tracy Andrejevic,U,,company,0061841693924,tracy_andrejevic@gmail.com,Help Desk Technician,IT,High Net Worth,FALSE,FALSE,4,7872 South Junction,3197,VIC,Australia,
371,Muffin Grigolon,Male,10/31/1979,company,0049911698781,muffin_grigolon@gmail.com,Help Desk Technician,n/a,Mass Customer,FALSE,FALSE,11,81 Donald Parkway,4218,QLD,Australia,
372,Allsun Biner,Female,12/26/1997,company,0035198170363,allsun_biner@gmail.com,Food Chemist,Health,Mass Customer,FALSE,TRUE,6,105 Carpenter Court,2220,NSW,Australia,
373,Kenneth Elleyne,Male,9/3/1957,individual,0064111708495,kenneth_elleyne@gmail.com,Librarian,Entertainment,Mass Customer,FALSE,FALSE,9,58231 Tomscot Plaza,2209,NSW,Australia,
374,Clotilda Southers,Female,11/8/1999,company,0065841713352,clotilda_southers@gmail.com,Web Designer I,Financial Services,Affluent Customer,FALSE,FALSE,11,3 Loeprich Point,3204,VIC,Australia,
375,Augustus Bourley,Male,8/17/1981,individual,0066911718209,augustus_bourley@gmail.com,Structural Analysis Engineer,IT,Mass Customer,FALSE,FALSE,15,5773 Acker Way,4207,QLD,Australia,
376,Daisi Tinwell,Female,12/24/1971,individual,0034981723066,daisi_tinwell@gmail.com,Director of Sales,n/a,High Net Worth,FALSE,TRUE,20,540 Katie Street,4128,QLD,Australia,
377,Gerik Woodroof,Male,6/13/1959,company,0061111727923,gerik_woodroof@gmail.com,,IT,High Net Worth,FALSE,FALSE,10,9495 Jenna Way,4600,QLD,Australia,
378,Claresta MacConnulty,Female,10/1/1957,company,0061841732780,claresta_macconnulty@gmail.com,Human Resources Assistant I,Financial Services,High Net Worth,FALSE,FALSE,2,66 Ruskin Parkway,3579,VIC,Australia,
379,Arty Fontelles,Male,10/21/1994,company,0049911737637,arty_fontelles@gmail.com,Nuclear Power Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,14,9736 Mitchell Pass,3199,VIC,Australia,
380,Giulia Hazart,Female,8/2/1978,company,0035198174249,giulia_hazart@gmail.com,Data Coordiator,Financial Services,Mass Customer,FALSE,TRUE,16,9 Springview Terrace,4068,QLD,Australia,
381,Whit Emloch,Male,8/20/1963,company,0064111747351,whit_emloch@gmail.com,Junior Executive,Manufacturing,Mass Customer,FALSE,FALSE,12,1914 Oakridge Place,2456,NSW,Australia,
382,Rowan Summerly,Male,7/5/1974,individual,0065841752208,rowan_summerly@gmail.com,VP Product Management,Financial Services,Affluent Customer,FALSE,TRUE,2,179 Anzinger Center,2230,NSW,Australia,
383,Ian Rabat,Male,8/4/1975,company,0066911757065,ian_rabat@gmail.com,Data Coordiator,Health,Mass Customer,FALSE,TRUE,8,62 Melrose Court,2211,NSW,Australia,
384,Agneta McAmish,U,,individual,0034981761922,agneta_mcamish@gmail.com,Product Engineer,Entertainment,Affluent Customer,FALSE,FALSE,17,84650 Novick Point,2261,NSW,Australia,
385,Reginald Jermy,Male,9/12/1960,individual,0061111766779,reginald_jermy@gmail.com,Staff Scientist,Financial Services,Affluent Customer,FALSE,TRUE,9,5 Hoard Parkway,3754,VIC,Australia,
386,Link Gorini,Male,11/9/1974,company,0061841771636,link_gorini@gmail.com,Help Desk Operator,Manufacturing,High Net Worth,FALSE,TRUE,9,376 Talmadge Street,4124,QLD,Australia,
387,Harriet Brattan,Female,12/3/1986,company,0049911776493,harriet_brattan@gmail.com,,Health,Mass Customer,FALSE,FALSE,13,5979 Green Ridge Way,2767,NSW,Australia,
388,Sada Branton,Female,6/24/1974,company,0035198178135,sada_branton@gmail.com,Account Executive,n/a,Affluent Customer,FALSE,TRUE,8,2972 Holy Cross Crossing,3153,VIC,Australia,
389,Jenelle Mc-Kerley,Female,1/23/1942,company,0064111786208,jenelle_mc-kerley@gmail.com,Structural Engineer,Telecommunications,Affluent Customer,FALSE,FALSE,5,89 Riverside Court,4740,QLD,Australia,
390,Gabrila Toopin,Female,1/14/1963,company,0065841791065,gabrila_toopin@gmail.com,Quality Control Specialist,n/a,Mass Customer,FALSE,FALSE,22,540 Forest Run Plaza,2168,NSW,Australia,
391,Almira Mangion,Female,1/24/1996,individual,0066911795922,almira_mangion@gmail.com,Chief Design Engineer,n/a,High Net Worth,FALSE,FALSE,21,817 Bunker Hill Place,3977,VIC,Australia,
392,Arty Strudwick,Male,1/31/1964,company,0034981800779,arty_strudwick@gmail.com,Senior Editor,Manufacturing,Affluent Customer,FALSE,FALSE,10,4669 Troy Place,2207,NSW,Australia,
393,Alexa Dillet,Female,10/5/1944,company,0061111805636,alexa_dillet@gmail.com,Data Coordiator,Retail,Mass Customer,FALSE,TRUE,6,02 Roth Drive,2022,NSW,Australia,
394,Palmer Heaven,Male,5/18/1995,individual,0061841810493,palmer_heaven@gmail.com,Quality Engineer,Financial Services,Mass Customer,FALSE,FALSE,19,7 Northridge Court,3192,VIC,Australia,
395,Porter Buckenhill,Male,6/14/1954,individual,0049911815350,porter_buckenhill@gmail.com,,Manufacturing,Mass Customer,FALSE,TRUE,5,5735 Starling Plaza,3056,VIC,Australia,
396,Kizzee Kemston,Female,9/29/1961,company,0035198182020,kizzee_kemston@gmail.com,Assistant Media Planner,Entertainment,Mass Customer,FALSE,TRUE,9,97 Transport Plaza,2097,NSW,Australia,
397,Isadora Ducker,Female,8/25/1973,company,0064111825064,isadora_ducker@gmail.com,VP Sales,Health,Mass Customer,FALSE,TRUE,4,67183 Anniversary Parkway,4211,QLD,Australia,
398,Giffie Offill,Male,3/2/1993,company,0065841829921,giffie_offill@gmail.com,,Entertainment,High Net Worth,FALSE,TRUE,15,2 Emmet Parkway,4342,QLD,Australia,
399,Fara Sarath,Female,6/30/1948,company,0066911834778,fara_sarath@gmail.com,Environmental Specialist,Health,Mass Customer,FALSE,TRUE,21,61926 Tomscot Hill,2019,NSW,Australia,
400,Carolann Raatz,Female,2/26/1979,company,0034981839635,carolann_raatz@gmail.com,Financial Advisor,Financial Services,Affluent Customer,FALSE,FALSE,18,07 Susan Lane,2232,NSW,Australia,
401,Tamar Windmill,Female,8/28/1939,individual,0061111844492,tamar_windmill@gmail.com,Software Consultant,IT,Mass Customer,FALSE,FALSE,12,43094 Kedzie Pass,2487,NSW,Australia,
402,Kipp Stockport,Male,12/10/1982,company,0061841849349,kipp_stockport@gmail.com,Senior Financial Analyst,Financial Services,Mass Customer,FALSE,TRUE,13,678 Lyons Trail,3130,VIC,Australia,
403,Packston Wackett,Male,4/26/1950,individual,0049911854206,packston_wackett@gmail.com,Analyst Programmer,n/a,Mass Customer,FALSE,TRUE,13,1832 Burning Wood Place,3201,VIC,Australia,
404,Hanson Eastes,Male,5/20/1990,individual,0035198185906,hanson_eastes@gmail.com,Cost Accountant,Financial Services,Affluent Customer,FALSE,TRUE,17,5642 Debs Terrace,2223,NSW,Australia,
405,Demetria Bausor,Female,12/22/1961,company,0064111863920,demetria_bausor@gmail.com,Help Desk Operator,Manufacturing,High Net Worth,FALSE,TRUE,16,73 Riverside Trail,3777,VIC,Australia,
406,Lura Fawdrie,Female,1/17/2002,company,0065841868777,lura_fawdrie@gmail.com,,Financial Services,Mass Customer,FALSE,TRUE,13,05 Everett Trail,2114,NSW,Australia,
407,Nora Anselm,Female,1/5/1961,company,0066911873634,nora_anselm@gmail.com,Graphic Designer,Health,Mass Customer,FALSE,FALSE,19,082 Welch Lane,2089,NSW,Australia,
408,Estevan Eastment,Male,8/9/1942,company,0034981878491,estevan_eastment@gmail.com,Programmer III,Health,High Net Worth,FALSE,FALSE,12,72 Mccormick Circle,3023,VIC,Australia,
409,Aloysius Glowacz,Male,3/24/1979,company,0061111883348,aloysius_glowacz@gmail.com,Social Worker,Health,High Net Worth,FALSE,FALSE,10,15669 Arizona Trail,3194,VIC,Australia,
410,Bastien Ibbeson,Male,11/4/1976,individual,0061841888205,bastien_ibbeson@gmail.com,Speech Pathologist,n/a,Affluent Customer,FALSE,FALSE,18,79 Armistice Parkway,2117,NSW,Australia,
411,Otha Langworthy,Female,1/20/1967,company,0049911893062,otha_langworthy@gmail.com,,n/a,Mass Customer,FALSE,TRUE,21,330 Melby Terrace,2259,NSW,Australia,
412,Gannie Bargh,Male,2/13/1955,individual,0035198189791,gannie_bargh@gmail.com,Nuclear Power Engineer,Manufacturing,Mass Customer,FALSE,FALSE,14,2637 Monument Trail,3106,VIC,Australia,
413,Dwayne Doel,Male,1/21/1978,individual,0064111902777,dwayne_doel@gmail.com,Civil Engineer,Manufacturing,Mass Customer,FALSE,FALSE,17,37919 Old Gate Park,2163,NSW,Australia,
414,Leese Huckleby,Female,9/10/1977,company,0065841907634,leese_huckleby@gmail.com,Health Coach IV,Health,High Net Worth,FALSE,FALSE,11,00 Judy Terrace,2035,NSW,Australia,
415,Dodi Kiggel,Female,8/15/1980,company,0066911912491,dodi_kiggel@gmail.com,,Manufacturing,Mass Customer,FALSE,FALSE,9,79 Armistice Junction,2765,NSW,Australia,
416,Kippar Brimilcome,Male,11/29/1938,company,0034981917348,kippar_brimilcome@gmail.com,Data Coordiator,Argiculture,Mass Customer,FALSE,TRUE,15,7 Clemons Circle,4350,QLD,Australia,
417,Corinna Beretta,Female,2/29/1996,company,0061111922205,corinna_beretta@gmail.com,Assistant Media Planner,Entertainment,Affluent Customer,FALSE,FALSE,17,6455 Mayfield Street,3350,VIC,Australia,
418,Laurie Odlin,Female,3/8/1983,company,0061841927062,laurie_odlin@gmail.com,Product Engineer,Financial Services,Mass Customer,FALSE,FALSE,7,7873 Meadow Vale Plaza,2460,NSW,Australia,
419,Mair Erett,Female,12/5/1957,individual,0049911931919,mair_erett@gmail.com,Engineer IV,Financial Services,Affluent Customer,FALSE,TRUE,1,45 Banding Hill,2009,NSW,Australia,
420,Marcelia Copins,Female,3/15/1946,company,0035198193677,marcelia_copins@gmail.com,Information Systems Manager,Financial Services,Mass Customer,FALSE,FALSE,3,53 Moulton Avenue,2880,NSW,Australia,
421,Tanner Terlinden,Male,12/9/1995,company,0064111941633,tanner_terlinden@gmail.com,,Property,Mass Customer,FALSE,FALSE,12,7 Sauthoff Park,2073,NSW,Australia,
422,Hilliard Dullard,Male,7/18/1954,individual,0065841946490,hilliard_dullard@gmail.com,Operator,Argiculture,Mass Customer,FALSE,TRUE,10,9082 Waywood Avenue,2250,NSW,Australia,
423,Justinn Haruard,Female,8/28/1958,individual,0066911951347,justinn_haruard@gmail.com,Systems Administrator III,Property,Mass Customer,FALSE,FALSE,12,30049 Brown Road,2233,NSW,Australia,
424,Wyn Meach,Male,9/10/1938,company,0034981956204,wyn_meach@gmail.com,Sales Representative,Retail,Affluent Customer,FALSE,FALSE,15,7 Huxley Trail,3818,VIC,Australia,
425,Art Shardlow,Male,10/15/1963,company,0061111961061,art_shardlow@gmail.com,Software Engineer III,Manufacturing,Mass Customer,FALSE,TRUE,19,3 Service Center,2127,NSW,Australia,
426,Dennis Varnham,Male,5/17/1953,company,0061841965918,dennis_varnham@gmail.com,Senior Financial Analyst,Financial Services,Mass Customer,FALSE,TRUE,20,0627 Golf Center,4152,QLD,Australia,
427,Freddi Litherborough,Female,1/14/1989,company,0049911970775,freddi_litherborough@gmail.com,Developer IV,n/a,Mass Customer,FALSE,TRUE,18,24960 Shopko Crossing,2528,NSW,Australia,
